origin_date,horizon,actual,var_aic,naive
2012-01-19,1,1.02,0.979068512428182,0.98
2012-01-26,1,0.99,1.0098465762281983,1.01
2012-02-02,1,0.9699999999999998,0.9537467882659239,0.95
2012-02-09,1,0.9799999999999998,0.9972044026781852,0.9999999999999998
2012-02-16,1,0.9599999999999996,0.9542354289192878,0.9599999999999996
2012-02-23,1,0.95,0.9590722513663802,0.9599999999999996
2012-03-01,1,0.8599999999999999,0.9027434933543772,0.8999999999999999
2012-03-08,1,0.8399999999999999,0.8399110797048511,0.8399999999999999
2012-03-15,1,0.9600000000000002,0.9309224989412155,0.94
2012-03-22,1,0.9500000000000002,0.9578865019953234,0.9600000000000002
2012-03-29,1,0.91,0.8971148161412501,0.9000000000000001
2012-04-05,1,0.8799999999999999,0.8710984304872058,0.8799999999999999
2012-04-12,1,0.79,0.8217600603538439,0.8199999999999998
2012-04-19,1,0.71,0.7054700144328357,0.71
2012-04-26,1,0.6599999999999999,0.6789128407769511,0.6799999999999997
2012-05-03,1,0.77,0.6895364027700375,0.7
2012-05-10,1,0.6699999999999999,0.746864752446991,0.75
2012-05-17,1,0.6699999999999999,0.6530272752876916,0.6599999999999999
2012-05-24,1,0.73,0.714931876095954,0.7200000000000002
2012-05-31,1,0.7400000000000001,0.6735287009816496,0.6799999999999999
2012-06-07,1,0.77,0.7647972503791319,0.76
2012-06-14,1,0.76,0.7487095520468892,0.75
2012-06-21,1,0.74,0.7043813177170355,0.7
2012-06-28,1,0.71,0.715482045731022,0.72
2012-07-05,1,0.71,0.7002575992711407,0.7
2012-07-12,1,0.6499999999999999,0.6544413007386699,0.6599999999999999
2012-07-19,1,0.6600000000000001,0.6667762839721827,0.6699999999999999
2012-07-26,1,0.6399999999999999,0.625870120656646,0.6299999999999999
2012-08-02,1,0.6499999999999999,0.6109834082831378,0.6099999999999999
2012-08-09,1,0.6500000000000001,0.6461639870709208,0.6500000000000001
2012-08-16,1,0.74,0.7166014244772412,0.72
2012-08-23,1,0.6800000000000002,0.6854634350342325,0.6900000000000002
2012-08-30,1,0.6200000000000001,0.6377799368841115,0.6400000000000001
2012-09-06,1,0.6700000000000002,0.6777859596572249,0.6800000000000002
2012-09-13,1,0.77,0.7057845508969627,0.71
2012-09-20,1,0.7100000000000002,0.7104019715095987,0.7100000000000002
2012-09-27,1,0.6599999999999999,0.6462085551372588,0.6499999999999999
2012-10-04,1,0.6700000000000002,0.6670169259403209,0.6699999999999999
2012-10-11,1,0.6600000000000001,0.6571460105911262,0.6600000000000001
2012-10-18,1,0.75,0.7611730015359175,0.7699999999999998
2012-10-25,1,0.72,0.7420838972877223,0.75
2012-11-01,1,0.71,0.7048997119262235,0.71
2012-11-08,1,0.6299999999999999,0.6452221597537159,0.6499999999999999
2012-11-15,1,0.6199999999999999,0.6482226681764885,0.6499999999999999
