origin_date,horizon,actual,var_bic,naive
2023-08-17,20,-1.0000000000000004,-1.0176754759874969,-1.0000000000000004
2023-08-24,1,-1.08,-1.0709023836549374,-1.0699999999999998
2023-08-24,5,-1.0799999999999996,-1.0745119182746876,-1.0699999999999998
2023-08-24,20,-1.0,-1.0880476730987512,-1.0699999999999998
2023-08-31,1,-0.9899999999999998,-1.0809039387928587,-1.0799999999999996
2023-08-31,5,-0.9700000000000002,-1.0845196939642954,-1.0799999999999996
2023-08-31,20,-0.8500000000000005,-1.098078775857183,-1.0799999999999996
2023-09-07,1,-0.9900000000000002,-0.9708715336728921,-0.9700000000000002
2023-09-07,5,-1.0000000000000004,-0.9743576683644597,-0.9700000000000002
2023-09-07,20,-0.6600000000000001,-0.9874306734578383,-0.9700000000000002
2023-09-14,1,-0.9900000000000002,-1.0008787793161915,-1.0000000000000004
2023-09-14,5,-1.0,-1.0043938965809556,-1.0000000000000004
2023-09-14,20,-0.7800000000000002,-1.0175755863238207,-1.0000000000000004
2023-09-21,1,-1.0099999999999998,-1.000877539503386,-1.0
2023-09-21,5,-0.8500000000000005,-1.0043876975169301,-1.0
2023-09-21,20,-0.7000000000000002,-1.01755079006772,-1.0
2023-09-28,1,-0.8399999999999999,-0.8508340377571152,-0.8500000000000005
2023-09-28,5,-0.6600000000000001,-0.8541701887855739,-0.8500000000000005
2023-09-28,20,-0.6399999999999997,-0.8666807551422941,-0.8500000000000005
2023-10-05,1,-0.6999999999999993,-0.6607794034890266,-0.6600000000000001
2023-10-05,5,-0.7800000000000002,-0.6638970174451324,-0.6600000000000001
2023-10-05,20,-0.6999999999999997,-0.6755880697805291,-0.6600000000000001
2023-10-12,1,-0.8799999999999994,-0.7808120258499581,-0.7800000000000002
2023-10-12,5,-0.7000000000000002,-0.7840601292497895,-0.7800000000000002
2023-10-12,20,-0.7200000000000002,-0.7962405169991573,-0.7800000000000002
2023-10-19,1,-0.71,-0.7007884399551068,-0.7000000000000002
2023-10-19,5,-0.6399999999999997,-0.7039421997755333,-0.7000000000000002
2023-10-19,20,-0.7600000000000002,-0.7157687991021326,-0.7000000000000002
2023-10-26,1,-0.6099999999999999,-0.64077052395629,-0.6399999999999997
2023-10-26,5,-0.6999999999999997,-0.643852619781451,-0.6399999999999997
2023-10-26,20,-0.7199999999999998,-0.6554104791258052,-0.6399999999999997
2023-11-02,1,-0.6399999999999997,-0.7007862339115833,-0.6999999999999997
2023-11-02,5,-0.7200000000000002,-0.703931169557918,-0.6999999999999997
2023-11-02,20,-0.6400000000000001,-0.715724678231673,-0.6999999999999997
2023-11-09,1,-0.7299999999999995,-0.7207907236658286,-0.7200000000000002
2023-11-09,5,-0.7600000000000002,-0.7239536183291424,-0.7200000000000002
2023-11-09,20,-0.75,-0.735814473316569,-0.7200000000000002
2023-11-16,1,-0.7899999999999996,-0.7608007812500003,-0.7600000000000002
2023-11-16,5,-0.7199999999999998,-0.7640039062500003,-0.7600000000000002
2023-11-16,20,-0.77,-0.7760156250000002,-0.7600000000000002
2023-11-23,1,-0.73,-0.7207885204792419,-0.7199999999999998
2023-11-23,5,-0.6400000000000001,-0.7239426023962104,-0.7199999999999998
2023-11-23,20,-0.8300000000000001,-0.7357704095848423,-0.7199999999999998
2023-11-30,1,-0.6400000000000001,-0.6407651641624932,-0.6400000000000001
2023-11-30,5,-0.75,-0.6438258208124653,-0.6400000000000001
2023-11-30,20,-0.81,-0.655303283249861,-0.6400000000000001
2023-12-07,1,-0.7800000000000002,-0.7507946651847736,-0.75
2023-12-07,5,-0.77,-0.7539733259238678,-0.75
2023-12-07,20,-0.81,-0.7658933036954709,-0.75
2023-12-14,1,-0.8300000000000001,-0.7707991120976693,-0.77
2023-12-14,5,-0.8300000000000001,-0.7739955604883463,-0.77
2023-12-14,20,-0.7400000000000002,-0.7859822419533852,-0.77
2023-12-21,1,-0.7800000000000002,-0.8308146300914382,-0.8300000000000001
2023-12-21,5,-0.81,-0.8340731504571904,-0.8300000000000001
2023-12-21,20,-0.5599999999999996,-0.8462926018287615,-0.8300000000000001
2023-12-28,1,-0.7799999999999998,-0.8108079690094079,-0.81
2023-12-28,5,-0.81,-0.8140398450470393,-0.81
2023-12-28,20,-0.5299999999999998,-0.8261593801881573,-0.81
2024-01-04,1,-0.7999999999999998,-0.8108068527217464,-0.81
2024-01-04,5,-0.7400000000000002,-0.8140342636087318,-0.81
2024-01-04,20,-0.6800000000000002,-0.8261370544349268,-0.81
2024-01-11,1,-0.5699999999999998,-0.7407864238410599,-0.7400000000000002
2024-01-11,5,-0.5599999999999996,-0.7439321192052982,-0.7400000000000002
2024-01-11,20,-0.6300000000000003,-0.7557284768211923,-0.7400000000000002
2024-01-18,1,-0.5899999999999999,-0.5607357398732429,-0.5599999999999996
2024-01-18,5,-0.5299999999999998,-0.5636786993662162,-0.5599999999999996
2024-01-18,20,-0.7000000000000002,-0.574714797464866,-0.5599999999999996
2024-01-25,1,-0.5399999999999996,-0.5307264722069344,-0.5299999999999998
2024-01-25,5,-0.6800000000000002,-0.5336323610346724,-0.5299999999999998
2024-01-25,20,-0.69,-0.54452944413869,-0.5299999999999998
