origin_date,horizon,actual,naive,lstm,fold
2013-12-13,20,1.54,1.56,1.512173,0
2013-12-16,1,1.53,1.56,1.562689,0
2013-12-16,5,1.55,1.56,1.5476826,0
2013-12-16,20,1.5,1.56,1.5132773,0
2013-12-17,1,1.57,1.53,1.5324792,0
2013-12-17,5,1.59,1.53,1.5159187,0
2013-12-17,20,1.52,1.53,1.482357,0
2013-12-18,1,1.56,1.57,1.5727643,0
2013-12-18,5,1.59,1.57,1.5570258,0
2013-12-18,20,1.51,1.57,1.5278109,0
2013-12-19,1,1.56,1.56,1.5633339,0
2013-12-19,5,1.59,1.56,1.5467372,0
2013-12-19,20,1.48,1.56,1.5125977,0
2013-12-20,1,1.55,1.56,1.563174,0
2013-12-20,5,1.64,1.56,1.5460494,0
2013-12-20,20,1.48,1.56,1.5123693,0
2013-12-23,1,1.59,1.55,1.5555662,0
2013-12-23,5,1.61,1.55,1.5353829,0
2013-12-23,20,1.47,1.55,1.5069362,0
2013-12-24,1,1.59,1.59,1.593701,0
2013-12-24,5,1.64,1.59,1.5757914,0
2013-12-24,20,1.47,1.59,1.5428497,0
2013-12-25,1,1.59,1.59,1.5937103,0
2013-12-25,5,1.64,1.59,1.5777646,0
2013-12-25,20,1.47,1.59,1.5403643,0
2013-12-26,1,1.64,1.59,1.5932224,0
2013-12-26,5,1.61,1.59,1.5770793,0
2013-12-26,20,1.44,1.59,1.5418806,0
2013-12-27,1,1.61,1.64,1.6430146,0
2013-12-27,5,1.61,1.64,1.6269178,0
2013-12-27,20,1.43,1.64,1.5926133,0
2013-12-30,1,1.64,1.61,1.6136391,0
2013-12-30,5,1.59,1.61,1.596894,0
2013-12-30,20,1.45,1.61,1.5610194,0
2013-12-31,1,1.64,1.64,1.6424519,0
2013-12-31,5,1.56,1.64,1.6260982,0
2013-12-31,20,1.45,1.64,1.5940676,0
2014-01-01,1,1.61,1.64,1.6429287,0
2014-01-01,5,1.61,1.64,1.6277801,0
2014-01-01,20,1.4,1.64,1.5913094,0
2014-01-02,1,1.61,1.61,1.6128253,0
2014-01-02,5,1.58,1.61,1.5971001,0
2014-01-02,20,1.4,1.61,1.5624381,0
2014-01-03,1,1.59,1.61,1.6124673,0
2014-01-03,5,1.54,1.61,1.5958252,0
2014-01-03,20,1.39,1.61,1.5661933,0
2014-01-06,1,1.56,1.59,1.5926393,0
2014-01-06,5,1.5,1.59,1.5764419,0
2014-01-06,20,1.37,1.59,1.5446731,0
2014-01-07,1,1.61,1.56,1.563037,0
2014-01-07,5,1.52,1.56,1.5471271,0
2014-01-07,20,1.38,1.56,1.5181108,0
2014-01-08,1,1.58,1.61,1.6137868,0
2014-01-08,5,1.51,1.61,1.5986458,0
2014-01-08,20,1.4,1.61,1.571664,0
2014-01-09,1,1.54,1.58,1.5840694,0
2014-01-09,5,1.48,1.58,1.5667294,0
2014-01-09,20,1.45,1.58,1.5335443,0
2014-01-10,1,1.5,1.54,1.543603,0
2014-01-10,5,1.48,1.54,1.5267462,0
2014-01-10,20,1.41,1.54,1.497774,0
2014-01-13,1,1.52,1.5,1.5035874,0
2014-01-13,5,1.47,1.5,1.4878103,0
2014-01-13,20,1.43,1.5,1.4633124,0
2014-01-14,1,1.51,1.52,1.5226473,0
2014-01-14,5,1.47,1.52,1.506847,0
2014-01-14,20,1.44,1.52,1.482844,0
2014-01-15,1,1.48,1.51,1.5136259,0
2014-01-15,5,1.47,1.51,1.496493,0
2014-01-15,20,1.45,1.51,1.4666454,0
2014-01-16,1,1.48,1.48,1.4831818,0
2014-01-16,5,1.44,1.48,1.4660424,0
2014-01-16,20,1.43,1.48,1.4351565,0
2014-01-17,1,1.47,1.48,1.4827815,0
2014-01-17,5,1.43,1.48,1.4665018,0
2014-01-17,20,1.45,1.48,1.4383566,0
2014-01-20,1,1.47,1.47,1.4732255,0
2014-01-20,5,1.45,1.47,1.4569135,0
2014-01-20,20,1.45,1.47,1.4277328,0
2014-01-21,1,1.47,1.47,1.4730674,0
2014-01-21,5,1.45,1.47,1.4566127,0
2014-01-21,20,1.44,1.47,1.4267349,0
2014-01-22,1,1.44,1.47,1.4731053,0
2014-01-22,5,1.4,1.47,1.4565775,0
2014-01-22,20,1.44,1.47,1.4252197,0
2014-01-23,1,1.43,1.44,1.4437414,0
2014-01-23,5,1.4,1.44,1.4263912,0
2014-01-23,20,1.44,1.44,1.3955296,0
2014-01-24,1,1.45,1.43,1.4336122,0
2014-01-24,5,1.39,1.43,1.4173393,0
2014-01-24,20,1.4,1.43,1.3908435,0
2014-01-27,1,1.45,1.45,1.4562942,0
2014-01-27,5,1.37,1.45,1.4348155,0
2014-01-27,20,1.38,1.45,1.4114113,0
2014-01-28,1,1.4,1.45,1.455523,0
2014-01-28,5,1.38,1.45,1.4363693,0
2014-01-28,20,1.46,1.45,1.4063491,0
2014-01-29,1,1.4,1.4,1.4046813,0
2014-01-29,5,1.4,1.4,1.386842,0
2014-01-29,20,1.44,1.4,1.3562737,0
2014-01-30,1,1.39,1.4,1.4035288,0
2014-01-30,5,1.45,1.4,1.387445,0
2014-01-30,20,1.42,1.4,1.3622837,0
2014-01-31,1,1.37,1.39,1.3935981,0
2014-01-31,5,1.41,1.39,1.3768629,0
2014-01-31,20,1.42,1.39,1.3474243,0
2014-02-03,1,1.38,1.37,1.3727605,0
2014-02-03,5,1.43,1.37,1.3568486,0
2014-02-03,20,1.41,1.37,1.3275796,0
2014-02-04,1,1.4,1.38,1.3823267,0
2014-02-04,5,1.44,1.38,1.3671572,0
2014-02-04,20,1.44,1.38,1.3392615,0
2014-02-05,1,1.45,1.4,1.4025993,0
2014-02-05,5,1.45,1.4,1.3869069,0
2014-02-05,20,1.43,1.4,1.3547795,0
2014-02-06,1,1.41,1.45,1.4530729,0
2014-02-06,5,1.43,1.45,1.4364951,0
2014-02-06,20,1.45,1.45,1.4018791,0
2014-02-07,1,1.43,1.41,1.4130244,0
2014-02-07,5,1.45,1.41,1.397056,0
2014-02-07,20,1.47,1.41,1.3576046,0
2014-02-10,1,1.44,1.43,1.4321587,0
2014-02-10,5,1.45,1.43,1.4175206,0
2014-02-10,20,1.46,1.43,1.383903,0
2014-02-11,1,1.45,1.44,1.4427366,0
2014-02-11,5,1.44,1.44,1.4265015,0
2014-02-11,20,1.45,1.44,1.3931063,0
2014-02-12,1,1.43,1.45,1.4527507,0
2014-02-12,5,1.44,1.45,1.4375378,0
2014-02-12,20,1.42,1.45,1.4014388,0
2014-02-13,1,1.45,1.43,1.4324045,0
2014-02-13,5,1.44,1.43,1.4155717,0
2014-02-13,20,1.37,1.43,1.3788023,0
2014-02-14,1,1.45,1.45,1.452478,0
2014-02-14,5,1.4,1.45,1.438339,0
2014-02-14,20,1.38,1.45,1.4061732,0
2014-02-17,1,1.44,1.45,1.4528447,0
2014-02-17,5,1.38,1.45,1.4375218,0
2014-02-17,20,1.4,1.45,1.403408,0
2014-02-18,1,1.44,1.44,1.4428407,0
2014-02-18,5,1.46,1.44,1.4271512,0
2014-02-18,20,1.4,1.44,1.3937736,0
2014-02-19,1,1.44,1.44,1.4424621,0
2014-02-19,5,1.44,1.44,1.4259405,0
2014-02-19,20,1.42,1.44,1.3948762,0
2014-02-20,1,1.4,1.44,1.4433911,0
2014-02-20,5,1.42,1.44,1.4265717,0
2014-02-20,20,1.43,1.44,1.3957914,0
2014-02-21,1,1.38,1.4,1.4036382,0
2014-02-21,5,1.42,1.4,1.3863358,0
2014-02-21,20,1.41,1.4,1.3547451,0
2014-02-24,1,1.46,1.38,1.3861135,0
2014-02-24,5,1.41,1.38,1.3654699,0
2014-02-24,20,1.39,1.38,1.3410864,0
2014-02-25,1,1.44,1.46,1.4640816,0
2014-02-25,5,1.44,1.46,1.4459696,0
2014-02-25,20,1.4,1.46,1.4171329,0
2014-02-26,1,1.42,1.44,1.4441391,0
2014-02-26,5,1.43,1.44,1.4275737,0
2014-02-26,20,1.39,1.44,1.39193,0
2014-02-27,1,1.42,1.42,1.4234601,0
2014-02-27,5,1.45,1.42,1.4072378,0
2014-02-27,20,1.37,1.42,1.3761506,0
2014-02-28,1,1.41,1.42,1.423258,0
2014-02-28,5,1.47,1.42,1.4073491,0
2014-02-28,20,1.37,1.42,1.3778363,0
2014-03-03,1,1.44,1.41,1.4126465,0
2014-03-03,5,1.46,1.41,1.398029,0
2014-03-03,20,1.39,1.41,1.3651109,0
2014-03-04,1,1.43,1.44,1.4426758,0
2014-03-04,5,1.45,1.44,1.426847,0
2014-03-04,20,1.43,1.44,1.397321,0
2014-03-05,1,1.45,1.43,1.4329083,0
2014-03-05,5,1.42,1.43,1.4161783,0
2014-03-05,20,1.45,1.43,1.3805554,0
2014-03-06,1,1.47,1.45,1.4521779,0
2014-03-06,5,1.37,1.45,1.4347094,0
2014-03-06,20,1.44,1.45,1.4007081,0
2014-03-07,1,1.46,1.47,1.4720255,0
2014-03-07,5,1.38,1.47,1.456064,0
2014-03-07,20,1.4,1.47,1.4178112,0
2014-03-10,1,1.45,1.46,1.4631371,0
2014-03-10,5,1.4,1.46,1.4461358,0
2014-03-10,20,1.38,1.46,1.4105908,0
2014-03-11,1,1.42,1.45,1.4530884,0
2014-03-11,5,1.4,1.45,1.4364374,0
2014-03-11,20,1.38,1.45,1.4033376,0
2014-03-12,1,1.37,1.42,1.42279,0
2014-03-12,5,1.42,1.42,1.4066849,0
2014-03-12,20,1.4,1.42,1.3748335,0
2014-03-13,1,1.38,1.37,1.3731035,0
2014-03-13,5,1.43,1.37,1.3573492,0
2014-03-13,20,1.38,1.37,1.3293644,0
2014-03-14,1,1.4,1.38,1.3819482,0
2014-03-14,5,1.41,1.38,1.3665968,0
2014-03-14,20,1.35,1.38,1.3423876,0
2014-03-17,1,1.4,1.4,1.403059,0
2014-03-17,5,1.39,1.4,1.3871802,0
2014-03-17,20,1.36,1.4,1.3588974,0
2014-03-18,1,1.42,1.4,1.4028195,0
2014-03-18,5,1.4,1.4,1.3864336,0
2014-03-18,20,1.34,1.4,1.352554,0
2014-03-19,1,1.43,1.42,1.4230323,0
2014-03-19,5,1.39,1.42,1.4069391,0
2014-03-19,20,1.34,1.42,1.3746209,0
2014-03-20,1,1.41,1.43,1.4335086,0
2014-03-20,5,1.37,1.43,1.4158065,0
2014-03-20,20,1.38,1.43,1.381151,0
2014-03-21,1,1.39,1.41,1.4137295,0
2014-03-21,5,1.37,1.41,1.3960887,0
2014-03-21,20,1.38,1.41,1.3623298,0
2014-03-24,1,1.4,1.39,1.3896208,0
2014-03-24,5,1.39,1.39,1.3788168,0
2014-03-24,20,1.38,1.39,1.3423634,0
2014-03-25,1,1.39,1.4,1.4013704,0
2014-03-25,5,1.43,1.4,1.3865888,0
2014-03-25,20,1.38,1.4,1.3554527,0
2014-03-26,1,1.37,1.39,1.3919767,0
2014-03-26,5,1.45,1.39,1.3766434,0
2014-03-26,20,1.36,1.39,1.3429798,0
2014-03-27,1,1.37,1.37,1.3721615,0
2014-03-27,5,1.44,1.37,1.3584528,0
2014-03-27,20,1.35,1.37,1.3263022,0
2014-03-28,1,1.39,1.37,1.371602,0
2014-03-28,5,1.4,1.37,1.3571453,0
2014-03-28,20,1.35,1.37,1.3260164,0
2014-03-31,1,1.43,1.39,1.3923974,0
2014-03-31,5,1.38,1.39,1.3770813,0
2014-03-31,20,1.37,1.39,1.3444943,0
2014-04-01,1,1.45,1.43,1.4330257,0
2014-04-01,5,1.38,1.43,1.4198651,0
2014-04-01,20,1.35,1.43,1.3847713,0
2014-04-02,1,1.44,1.45,1.4526347,0
2014-04-02,5,1.4,1.45,1.4359505,0
2014-04-02,20,1.34,1.45,1.3987751,0
2014-04-03,1,1.4,1.44,1.4424651,0
2014-04-03,5,1.38,1.44,1.4255518,0
2014-04-03,20,1.31,1.44,1.3874341,0
2014-04-04,1,1.38,1.4,1.4027255,0
2014-04-04,5,1.35,1.4,1.3880476,0
2014-04-04,20,1.28,1.4,1.3529142,0
2014-04-07,1,1.38,1.38,1.3819034,0
2014-04-07,5,1.36,1.38,1.367166,0
2014-04-07,20,1.3,1.38,1.3377993,0
2014-04-08,1,1.4,1.38,1.3822716,0
2014-04-08,5,1.34,1.38,1.3662115,0
2014-04-08,20,1.3,1.38,1.3383416,0
2014-04-09,1,1.38,1.4,1.4024255,0
2014-04-09,5,1.34,1.4,1.3881191,0
2014-04-09,20,1.3,1.4,1.3573178,0
2014-04-10,1,1.35,1.38,1.3827003,0
2014-04-10,5,1.38,1.38,1.3674917,0
2014-04-10,20,1.3,1.38,1.33357,0
2014-04-11,1,1.36,1.35,1.3526309,0
2014-04-11,5,1.38,1.35,1.3376634,0
2014-04-11,20,1.3,1.35,1.3079679,0
2014-04-14,1,1.34,1.36,1.3629372,0
2014-04-14,5,1.38,1.36,1.3463742,0
2014-04-14,20,1.33,1.36,1.3193947,0
2014-04-15,1,1.34,1.34,1.3431836,0
2014-04-15,5,1.38,1.34,1.3264723,0
2014-04-15,20,1.29,1.34,1.2955129,0
2014-04-16,1,1.38,1.34,1.3428916,0
2014-04-16,5,1.36,1.34,1.3253926,0
2014-04-16,20,1.24,1.34,1.2960436,0
2014-04-17,1,1.38,1.38,1.3834668,0
2014-04-17,5,1.35,1.38,1.3675191,0
2014-04-17,20,1.23,1.38,1.3365633,0
2014-04-18,1,1.38,1.38,1.3869725,0
2014-04-18,5,1.35,1.38,1.366317,0
2014-04-18,20,1.22,1.38,1.3323662,0
2014-04-21,1,1.38,1.38,1.3851482,0
2014-04-21,5,1.37,1.38,1.3662146,0
2014-04-21,20,1.22,1.38,1.3331505,0
2014-04-22,1,1.36,1.38,1.384248,0
2014-04-22,5,1.35,1.38,1.3671175,0
2014-04-22,20,1.23,1.38,1.33385,0
2014-04-23,1,1.35,1.36,1.3636277,0
2014-04-23,5,1.34,1.36,1.347198,0
2014-04-23,20,1.25,1.36,1.3139751,0
2014-04-24,1,1.35,1.35,1.3532113,0
2014-04-24,5,1.31,1.35,1.3373933,0
2014-04-24,20,1.27,1.35,1.3068228,0
2014-04-25,1,1.37,1.35,1.3530264,0
2014-04-25,5,1.28,1.35,1.3371255,0
2014-04-25,20,1.25,1.35,1.3062404,0
2014-04-28,1,1.35,1.37,1.3732489,0
2014-04-28,5,1.3,1.37,1.3585645,0
2014-04-28,20,1.26,1.37,1.3272893,0
2014-04-29,1,1.34,1.35,1.353118,0
2014-04-29,5,1.3,1.35,1.3373682,0
2014-04-29,20,1.25,1.35,1.3032365,0
2014-04-30,1,1.31,1.34,1.3421161,0
2014-04-30,5,1.3,1.34,1.3250208,0
2014-04-30,20,1.18,1.34,1.2924266,0
2014-05-01,1,1.28,1.31,1.3125218,0
2014-05-01,5,1.3,1.31,1.2981459,0
2014-05-01,20,1.2,1.31,1.2665764,0
2014-05-02,1,1.3,1.28,1.2826023,0
2014-05-02,5,1.3,1.28,1.2677362,0
2014-05-02,20,1.19,1.28,1.2398101,0
2014-05-05,1,1.3,1.3,1.3027939,0
2014-05-05,5,1.33,1.3,1.2874961,0
2014-05-05,20,1.22,1.3,1.2610401,0
2014-05-06,1,1.3,1.3,1.3029611,0
2014-05-06,5,1.29,1.3,1.2868278,0
2014-05-06,20,1.27,1.3,1.2547615,0
2014-05-07,1,1.3,1.3,1.302409,0
2014-05-07,5,1.24,1.3,1.2866892,0
2014-05-07,20,1.29,1.3,1.2537892,0
2014-05-08,1,1.3,1.3,1.3027859,0
2014-05-08,5,1.23,1.3,1.2882136,0
2014-05-08,20,1.27,1.3,1.2549243,0
2014-05-09,1,1.33,1.3,1.3025508,0
2014-05-09,5,1.22,1.3,1.2873553,0
2014-05-09,20,1.26,1.3,1.2541729,0
2014-05-12,1,1.29,1.33,1.3330123,0
2014-05-12,5,1.22,1.33,1.3171145,0
2014-05-12,20,1.25,1.33,1.2848703,0
2014-05-13,1,1.24,1.29,1.29301,0
2014-05-13,5,1.23,1.29,1.2767795,0
2014-05-13,20,1.26,1.29,1.2406385,0
2014-05-14,1,1.23,1.24,1.242468,0
2014-05-14,5,1.25,1.24,1.2255617,0
2014-05-14,20,1.27,1.24,1.1962332,0
2014-05-15,1,1.22,1.23,1.2324731,0
2014-05-15,5,1.27,1.23,1.2182406,0
2014-05-15,20,1.23,1.23,1.1930679,0
2014-05-16,1,1.22,1.22,1.2227442,0
2014-05-16,5,1.25,1.22,1.2065796,0
2014-05-16,20,1.22,1.22,1.1804426,0
2014-05-19,1,1.23,1.22,1.2228602,0
2014-05-19,5,1.26,1.22,1.2064729,0
2014-05-19,20,1.19,1.22,1.1774435,0
2014-05-20,1,1.25,1.23,1.2329233,0
2014-05-20,5,1.25,1.23,1.2164797,0
2014-05-20,20,1.2,1.23,1.1851187,0
2014-05-21,1,1.27,1.25,1.2531167,0
2014-05-21,5,1.18,1.25,1.2369258,0
2014-05-21,20,1.17,1.25,1.2049845,0
2014-05-22,1,1.25,1.27,1.2733005,0
2014-05-22,5,1.2,1.27,1.2567041,0
2014-05-22,20,1.2,1.27,1.2229861,0
2014-05-23,1,1.26,1.25,1.252908,0
2014-05-23,5,1.19,1.25,1.2366362,0
2014-05-23,20,1.16,1.25,1.2003372,0
2014-05-26,1,1.25,1.26,1.267433,0
2014-05-26,5,1.22,1.26,1.2451856,0
2014-05-26,20,1.19,1.26,1.2174748,0
2014-05-27,1,1.18,1.25,1.2557349,0
2014-05-27,5,1.27,1.25,1.2374873,0
2014-05-27,20,1.16,1.25,1.205851,0
2014-05-28,1,1.2,1.18,1.1845701,0
2014-05-28,5,1.29,1.18,1.1679016,0
2014-05-28,20,1.15,1.18,1.1371012,0
2014-05-29,1,1.19,1.2,1.2035116,0
2014-05-29,5,1.27,1.2,1.188204,0
2014-05-29,20,1.13,1.2,1.1648116,0
2014-05-30,1,1.22,1.19,1.1933409,0
2014-05-30,5,1.26,1.19,1.1773989,0
2014-05-30,20,1.13,1.19,1.1471136,0
2014-06-02,1,1.27,1.22,1.2234238,0
2014-06-02,5,1.25,1.22,1.2080986,0
2014-06-02,20,1.14,1.22,1.1767426,0
2014-06-03,1,1.29,1.27,1.2732539,0
2014-06-03,5,1.26,1.27,1.2557781,0
2014-06-03,20,1.14,1.27,1.2208277,0
2014-06-04,1,1.27,1.29,1.2930754,0
2014-06-04,5,1.27,1.29,1.2754058,0
2014-06-04,20,1.19,1.29,1.236591,0
2014-06-05,1,1.26,1.27,1.2732882,0
2014-06-05,5,1.23,1.27,1.2576023,0
2014-06-05,20,1.19,1.27,1.219287,0
2014-06-06,1,1.25,1.26,1.2627792,0
2014-06-06,5,1.22,1.26,1.247023,0
2014-06-06,20,1.2,1.26,1.2132322,0
2014-06-09,1,1.26,1.25,1.2527908,0
2014-06-09,5,1.19,1.25,1.2368525,0
2014-06-09,20,1.17,1.25,1.2041491,0
2014-06-10,1,1.27,1.26,1.2626076,0
2014-06-10,5,1.2,1.26,1.2465174,0
2014-06-10,20,1.14,1.26,1.2136409,0
2014-06-11,1,1.23,1.27,1.2728837,0
2014-06-11,5,1.17,1.27,1.2567105,0
2014-06-11,20,1.12,1.27,1.2226977,0
2014-06-12,1,1.22,1.23,1.2326223,0
2014-06-12,5,1.2,1.23,1.2166841,0
2014-06-12,20,1.11,1.23,1.1812518,0
2014-06-13,1,1.19,1.22,1.2222694,0
2014-06-13,5,1.16,1.22,1.2071187,0
2014-06-13,20,1.11,1.22,1.1782646,0
2014-06-16,1,1.2,1.19,1.1927012,0
2014-06-16,5,1.19,1.19,1.1758263,0
2014-06-16,20,1.12,1.19,1.1461865,0
2014-06-17,1,1.17,1.2,1.2025722,0
2014-06-17,5,1.16,1.2,1.1861335,0
2014-06-17,20,1.11,1.2,1.156971,0
2014-06-18,1,1.2,1.17,1.172848,0
2014-06-18,5,1.15,1.17,1.1562399,0
2014-06-18,20,1.11,1.17,1.1231856,0
2014-06-19,1,1.16,1.2,1.2028217,0
2014-06-19,5,1.13,1.2,1.1868762,0
2014-06-19,20,1.07,1.2,1.1582009,0
2014-06-20,1,1.19,1.16,1.1628041,0
2014-06-20,5,1.13,1.16,1.1467079,0
2014-06-20,20,1.08,1.16,1.1120948,0
2014-06-23,1,1.16,1.19,1.1946437,0
2014-06-23,5,1.14,1.19,1.1749574,0
2014-06-23,20,1.05,1.19,1.147103,0
2014-06-24,1,1.15,1.16,1.1639022,0
2014-06-24,5,1.14,1.16,1.1469694,0
2014-06-24,20,1.04,1.16,1.1131645,0
2014-06-25,1,1.13,1.15,1.1533412,0
2014-06-25,5,1.19,1.15,1.1374096,0
2014-06-25,20,1.04,1.15,1.1079593,0
2014-06-26,1,1.13,1.13,1.1330339,0
2014-06-26,5,1.19,1.13,1.1173828,0
2014-06-26,20,1.06,1.13,1.087561,0
2014-06-27,1,1.14,1.13,1.1328037,0
2014-06-27,5,1.2,1.13,1.1174552,0
2014-06-27,20,1.03,1.13,1.0890768,0
2014-06-30,1,1.14,1.14,1.1427033,0
2014-06-30,5,1.17,1.14,1.1270066,0
2014-06-30,20,1.02,1.14,1.0958971,0
2014-07-01,1,1.19,1.14,1.143013,0
2014-07-01,5,1.14,1.14,1.1285088,0
2014-07-01,20,1.01,1.14,1.0957325,0
2014-07-02,1,1.19,1.19,1.1927118,0
2014-07-02,5,1.12,1.19,1.1757938,0
2014-07-02,20,1.06,1.19,1.1423477,0
2014-07-03,1,1.2,1.19,1.1929009,0
2014-07-03,5,1.11,1.19,1.1766638,0
2014-07-03,20,1.06,1.19,1.1376038,0
2014-07-04,1,1.17,1.2,1.2026782,0
2014-07-04,5,1.11,1.2,1.1877892,0
2014-07-04,20,1.05,1.2,1.1500314,0
2014-07-07,1,1.14,1.17,1.1727962,0
2014-07-07,5,1.12,1.17,1.1574547,0
2014-07-07,20,1.05,1.17,1.1215,0
2014-07-08,1,1.12,1.14,1.1426351,0
2014-07-08,5,1.11,1.14,1.1259753,0
2014-07-08,20,1.04,1.14,1.0953591,0
2014-07-09,1,1.11,1.12,1.1228976,0
2014-07-09,5,1.11,1.12,1.1084071,0
2014-07-09,20,1.03,1.12,1.0804758,0
2014-07-10,1,1.11,1.11,1.1126744,0
2014-07-10,5,1.07,1.11,1.0973488,0
2014-07-10,20,1.0,1.11,1.0689713,0
2014-07-11,1,1.12,1.11,1.1129369,0
2014-07-11,5,1.08,1.11,1.0972897,0
2014-07-11,20,1.01,1.11,1.0685232,0
2014-07-14,1,1.11,1.12,1.123491,0
2014-07-14,5,1.05,1.12,1.107223,0
2014-07-14,20,1.01,1.12,1.0782752,0
2014-07-15,1,1.11,1.11,1.1133095,0
2014-07-15,5,1.04,1.11,1.0965896,0
2014-07-15,20,1.03,1.11,1.0646183,0
2014-07-16,1,1.07,1.11,1.1133758,0
2014-07-16,5,1.04,1.11,1.0965298,0
2014-07-16,20,1.0,1.11,1.0653192,0
2014-07-17,1,1.08,1.07,1.07304,0
2014-07-17,5,1.06,1.07,1.0565984,0
2014-07-17,20,0.99,1.07,1.0246282,0
2014-07-18,1,1.05,1.08,1.082684,0
2014-07-18,5,1.03,1.08,1.0672408,0
2014-07-18,20,0.97,1.08,1.0406952,0
2014-07-21,1,1.04,1.05,1.053627,0
2014-07-21,5,1.02,1.05,1.0362191,0
2014-07-21,20,0.99,1.05,1.0059907,0
2014-07-22,1,1.04,1.04,1.0430757,0
2014-07-22,5,1.01,1.04,1.0253565,0
2014-07-22,20,1.0,1.04,0.9971175,0
2014-07-23,1,1.06,1.04,1.0432316,0
2014-07-23,5,1.06,1.04,1.0277764,0
2014-07-23,20,1.01,1.04,0.9979804,0
2014-07-24,1,1.03,1.06,1.0630859,0
2014-07-24,5,1.06,1.06,1.0471349,0
2014-07-24,20,0.99,1.06,1.0160793,0
2014-07-25,1,1.02,1.03,1.0330843,0
2014-07-25,5,1.05,1.03,1.0166712,0
2014-07-25,20,0.98,1.03,0.98221034,0
2014-07-28,1,1.01,1.02,1.0233015,0
2014-07-28,5,1.05,1.02,1.0071373,0
2014-07-28,20,0.95,1.02,0.977895,0
2014-07-29,1,1.06,1.01,1.0130057,0
2014-07-29,5,1.04,1.01,0.9964939,0
2014-07-29,20,0.94,1.01,0.9656346,0
2014-07-30,1,1.06,1.06,1.0633367,0
2014-07-30,5,1.03,1.06,1.0470289,0
2014-07-30,20,0.9,1.06,1.0176097,0
2014-07-31,1,1.05,1.06,1.0635495,0
2014-07-31,5,1.0,1.06,1.0459739,0
2014-07-31,20,0.9,1.06,1.0101078,0
2014-08-01,1,1.05,1.05,1.0531452,0
2014-08-01,5,1.01,1.05,1.0372323,0
2014-08-01,20,0.89,1.05,1.0014147,0
2014-08-04,1,1.04,1.05,1.0528588,0
2014-08-04,5,1.01,1.05,1.0362465,0
2014-08-04,20,0.89,1.05,1.0049819,0
2014-08-05,1,1.03,1.04,1.042938,0
2014-08-05,5,1.03,1.04,1.0266881,0
2014-08-05,20,0.97,1.04,0.9950276,0
2014-08-06,1,1.0,1.03,1.0332828,0
2014-08-06,5,1.0,1.03,1.017072,0
2014-08-06,20,0.97,1.03,0.98709464,0
2014-08-07,1,1.01,1.0,1.0027039,0
2014-08-07,5,0.99,1.0,0.98656094,0
2014-08-07,20,1.0,1.0,0.9554647,0
2014-08-08,1,1.01,1.01,1.0125855,0
2014-08-08,5,0.97,1.01,0.9972454,0
2014-08-08,20,1.0,1.01,0.9696608,0
2014-08-11,1,1.03,1.01,1.0134187,0
2014-08-11,5,0.99,1.01,0.9970177,0
2014-08-11,20,1.02,1.01,0.9671724,0
2014-08-12,1,1.0,1.03,1.0328017,0
2014-08-12,5,1.0,1.03,1.0165025,0
2014-08-12,20,1.03,1.03,0.9846552,0
2014-08-13,1,0.99,1.0,1.0030175,0
2014-08-13,5,1.01,1.0,0.98677343,0
2014-08-13,20,1.05,1.0,0.9524906,0
2014-08-14,1,0.97,0.99,0.9925559,0
2014-08-14,5,0.99,0.99,0.97669035,0
2014-08-14,20,1.06,0.99,0.94635713,0
2014-08-15,1,0.99,0.97,0.97257984,0
2014-08-15,5,0.98,0.97,0.9570628,0
2014-08-15,20,1.08,0.97,0.9270933,0
2014-08-18,1,1.0,0.99,0.99263287,0
2014-08-18,5,0.95,0.99,0.9774965,0
2014-08-18,20,1.08,0.99,0.9498539,0
2014-08-19,1,1.01,1.0,1.0027698,0
2014-08-19,5,0.94,1.0,0.986751,0
2014-08-19,20,1.09,1.0,0.9534521,0
2014-08-20,1,0.99,1.01,1.0131167,0
2014-08-20,5,0.9,1.01,0.99681973,0
2014-08-20,20,1.1,1.01,0.9634301,0
2014-08-21,1,0.98,0.99,0.9930974,0
2014-08-21,5,0.9,0.99,0.9765339,0
2014-08-21,20,1.11,0.99,0.942104,0
2014-08-22,1,0.95,0.98,0.9828561,0
2014-08-22,5,0.89,0.98,0.96668136,0
2014-08-22,20,1.08,0.98,0.93523955,0
2014-08-25,1,0.94,0.95,0.9507669,0
2014-08-25,5,0.89,0.95,0.9388611,0
2014-08-25,20,1.07,0.95,0.9043115,0
2014-08-26,1,0.9,0.94,0.94197047,0
2014-08-26,5,0.97,0.94,0.9277972,0
2014-08-26,20,1.05,0.94,0.89802617,0
2014-08-27,1,0.9,0.9,0.90220034,0
2014-08-27,5,0.97,0.9,0.88691354,0
2014-08-27,20,1.06,0.9,0.8563827,0
2014-08-28,1,0.89,0.9,0.90170264,0
2014-08-28,5,1.0,0.9,0.88628244,0
2014-08-28,20,1.03,0.9,0.85824287,0
2014-08-29,1,0.89,0.89,0.8922218,0
2014-08-29,5,1.0,0.89,0.87704414,0
2014-08-29,20,1.03,0.89,0.84717005,0
2014-09-01,1,0.97,0.89,0.8927619,0
2014-09-01,5,1.02,0.89,0.8795639,0
2014-09-01,20,1.01,0.89,0.84837353,0
2014-09-02,1,0.97,0.97,0.97286767,0
2014-09-02,5,1.03,0.97,0.9578214,0
