horizon_days,response_variable,shock_variable,proportion
13,us_treasury_10y,fed_funds_rate,0.0003631010787926286
13,us_treasury_10y,cpi_yoy,0.0002554959310891399
13,us_treasury_10y,usdcad,0.0004114727589946878
13,fed_funds_rate,yield_spread_10y_2y,0.0032407131473103142
13,fed_funds_rate,overnight_rate,0.13837523049833858
13,fed_funds_rate,us_treasury_10y,0.008350406561406244
13,fed_funds_rate,fed_funds_rate,0.8482573274014223
13,fed_funds_rate,cpi_yoy,0.0014509433216442333
13,fed_funds_rate,usdcad,0.00032537906987828164
13,cpi_yoy,yield_spread_10y_2y,0.0007728847247055875
13,cpi_yoy,overnight_rate,0.0018006324292189006
13,cpi_yoy,us_treasury_10y,0.001182818414036164
13,cpi_yoy,fed_funds_rate,0.0037387370883560376
13,cpi_yoy,cpi_yoy,0.9913601778293815
13,cpi_yoy,usdcad,0.0011447495143019355
13,usdcad,yield_spread_10y_2y,0.003920518181533039
13,usdcad,overnight_rate,0.025706512131624056
13,usdcad,us_treasury_10y,0.0034169758759725363
13,usdcad,fed_funds_rate,0.006299392624950489
13,usdcad,cpi_yoy,0.0037475947765255296
13,usdcad,usdcad,0.9569090064093944
14,yield_spread_10y_2y,yield_spread_10y_2y,0.9924961211113487
14,yield_spread_10y_2y,overnight_rate,0.003352260289705572
14,yield_spread_10y_2y,us_treasury_10y,0.0013877704297562865
14,yield_spread_10y_2y,fed_funds_rate,0.0012726632968027255
14,yield_spread_10y_2y,cpi_yoy,0.0002848888561859511
14,yield_spread_10y_2y,usdcad,0.0012062960162007087
14,overnight_rate,yield_spread_10y_2y,0.021622247758608097
14,overnight_rate,overnight_rate,0.9488669971717891
14,overnight_rate,us_treasury_10y,0.014220238613945961
14,overnight_rate,fed_funds_rate,0.0035907252581197377
14,overnight_rate,cpi_yoy,0.0002625847943616811
14,overnight_rate,usdcad,0.011437206403175321
14,us_treasury_10y,yield_spread_10y_2y,0.1593128385774979
14,us_treasury_10y,overnight_rate,0.0075092908534629
14,us_treasury_10y,us_treasury_10y,0.8321431265703175
14,us_treasury_10y,fed_funds_rate,0.000348793914818584
14,us_treasury_10y,cpi_yoy,0.0002394362289592959
14,us_treasury_10y,usdcad,0.00044651385494386576
14,fed_funds_rate,yield_spread_10y_2y,0.0036220970502014536
14,fed_funds_rate,overnight_rate,0.15087850541311645
14,fed_funds_rate,us_treasury_10y,0.009518758954582079
14,fed_funds_rate,fed_funds_rate,0.8340878374434073
14,fed_funds_rate,cpi_yoy,0.0014803015348320357
14,fed_funds_rate,usdcad,0.00041249960386079604
14,cpi_yoy,yield_spread_10y_2y,0.0007308497009577633
14,cpi_yoy,overnight_rate,0.0020454955546198267
14,cpi_yoy,us_treasury_10y,0.0013123663582060583
14,cpi_yoy,fed_funds_rate,0.0038209538625604963
14,cpi_yoy,cpi_yoy,0.990889835520533
14,cpi_yoy,usdcad,0.0012004990031227849
14,usdcad,yield_spread_10y_2y,0.0039727323269207054
14,usdcad,overnight_rate,0.02680522074031019
14,usdcad,us_treasury_10y,0.0032009975675923253
14,usdcad,fed_funds_rate,0.006805888376052683
14,usdcad,cpi_yoy,0.0038458285630508173
14,usdcad,usdcad,0.9553693324260732
15,yield_spread_10y_2y,yield_spread_10y_2y,0.9922349141050989
15,yield_spread_10y_2y,overnight_rate,0.003605754410739209
15,yield_spread_10y_2y,us_treasury_10y,0.0013013280297207623
15,yield_spread_10y_2y,fed_funds_rate,0.0013305167023980144
15,yield_spread_10y_2y,cpi_yoy,0.0003027803017499526
15,yield_spread_10y_2y,usdcad,0.0012247064502931932
15,overnight_rate,yield_spread_10y_2y,0.022705387715266926
15,overnight_rate,overnight_rate,0.9457103819627906
15,overnight_rate,us_treasury_10y,0.01562756380351718
15,overnight_rate,fed_funds_rate,0.0035600201707610647
15,overnight_rate,cpi_yoy,0.0002469078109719479
15,overnight_rate,usdcad,0.012149738536692288
15,us_treasury_10y,yield_spread_10y_2y,0.15904626560772578
15,us_treasury_10y,overnight_rate,0.007391534671126773
15,us_treasury_10y,us_treasury_10y,0.8325073819003282
15,us_treasury_10y,fed_funds_rate,0.00033683949774601196
15,us_treasury_10y,cpi_yoy,0.0002265260629268713
15,us_treasury_10y,usdcad,0.0004914522601463489
15,fed_funds_rate,yield_spread_10y_2y,0.004113972376259569
15,fed_funds_rate,overnight_rate,0.15854437791060072
15,fed_funds_rate,us_treasury_10y,0.011093923205718335
15,fed_funds_rate,fed_funds_rate,0.8241835716347032
15,fed_funds_rate,cpi_yoy,0.0015153463416694856
15,fed_funds_rate,usdcad,0.0005488085310485689
15,cpi_yoy,yield_spread_10y_2y,0.0006950103762244805
15,cpi_yoy,overnight_rate,0.0022776486658387177
15,cpi_yoy,us_treasury_10y,0.0014241002970659176
15,cpi_yoy,fed_funds_rate,0.003872822576749779
15,cpi_yoy,cpi_yoy,0.9904714676625782
15,cpi_yoy,usdcad,0.0012589504215426582
15,usdcad,yield_spread_10y_2y,0.003983908017951891
15,usdcad,overnight_rate,0.027990413378568932
15,usdcad,us_treasury_10y,0.0030080110873611206
15,usdcad,fed_funds_rate,0.007199118858689492
15,usdcad,cpi_yoy,0.003899997416407938
15,usdcad,usdcad,0.9539185512410207
16,yield_spread_10y_2y,yield_spread_10y_2y,0.9920462651938068
16,yield_spread_10y_2y,overnight_rate,0.0038020106706005232
16,yield_spread_10y_2y,us_treasury_10y,0.0012269102003762734
16,yield_spread_10y_2y,fed_funds_rate,0.0013632287705800594
16,yield_spread_10y_2y,cpi_yoy,0.0003191588940153276
16,yield_spread_10y_2y,usdcad,0.0012424262706209972
16,overnight_rate,yield_spread_10y_2y,0.023774647796820987
16,overnight_rate,overnight_rate,0.9425878458527782
16,overnight_rate,us_treasury_10y,0.017078409973528403
16,overnight_rate,fed_funds_rate,0.0035366478387260313
16,overnight_rate,cpi_yoy,0.0002345040186369203
16,overnight_rate,usdcad,0.012787944519509327
16,us_treasury_10y,yield_spread_10y_2y,0.15889586827046448
16,us_treasury_10y,overnight_rate,0.007434052805180579
16,us_treasury_10y,us_treasury_10y,0.8326037867328185
16,us_treasury_10y,fed_funds_rate,0.0003224832858901502
16,us_treasury_10y,cpi_yoy,0.00021579474413586203
16,us_treasury_10y,usdcad,0.0005280141615103818
16,fed_funds_rate,yield_spread_10y_2y,0.004453224410095942
16,fed_funds_rate,overnight_rate,0.1650094585201979
16,fed_funds_rate,us_treasury_10y,0.012858826657813955
16,fed_funds_rate,fed_funds_rate,0.815494238743862
16,fed_funds_rate,cpi_yoy,0.001537519052507904
16,fed_funds_rate,usdcad,0.0006467326155223826
16,cpi_yoy,yield_spread_10y_2y,0.0006638700953516834
16,cpi_yoy,overnight_rate,0.0024623375383376537
16,cpi_yoy,us_treasury_10y,0.001524868488459765
16,cpi_yoy,fed_funds_rate,0.00391081290825068
16,cpi_yoy,cpi_yoy,0.9901281057046525
16,cpi_yoy,usdcad,0.001310005264947854
16,usdcad,yield_spread_10y_2y,0.003995420518470186
16,usdcad,overnight_rate,0.029063354911987267
16,usdcad,us_treasury_10y,0.0028386907948276495
16,usdcad,fed_funds_rate,0.007514837877201083
16,usdcad,cpi_yoy,0.0039315766472325375
16,usdcad,usdcad,0.9526561192502813
17,yield_spread_10y_2y,yield_spread_10y_2y,0.9917731463570704
17,yield_spread_10y_2y,overnight_rate,0.004073130991564707
17,yield_spread_10y_2y,us_treasury_10y,0.0011643025095020155
17,yield_spread_10y_2y,fed_funds_rate,0.0013822529003306738
17,yield_spread_10y_2y,cpi_yoy,0.00033692525265427794
17,yield_spread_10y_2y,usdcad,0.0012702419888780017
17,overnight_rate,yield_spread_10y_2y,0.024790920555713067
17,overnight_rate,overnight_rate,0.9395058657710833
17,overnight_rate,us_treasury_10y,0.018641972924048858
17,overnight_rate,fed_funds_rate,0.0034674711581430036
17,overnight_rate,cpi_yoy,0.00022833573565524565
17,overnight_rate,usdcad,0.013365433855356544
17,us_treasury_10y,yield_spread_10y_2y,0.15862969854134984
17,us_treasury_10y,overnight_rate,0.007360238461643261
17,us_treasury_10y,us_treasury_10y,0.8329329520350004
17,us_treasury_10y,fed_funds_rate,0.00031082058492092616
17,us_treasury_10y,cpi_yoy,0.0002055695283448262
17,us_treasury_10y,usdcad,0.0005607208487408188
17,fed_funds_rate,yield_spread_10y_2y,0.004905201609765963
17,fed_funds_rate,overnight_rate,0.17035755139635653
17,fed_funds_rate,us_treasury_10y,0.014693758785768092
17,fed_funds_rate,fed_funds_rate,0.8077809466627724
17,fed_funds_rate,cpi_yoy,0.0015265217201482848
17,fed_funds_rate,usdcad,0.0007360198251886844
17,cpi_yoy,yield_spread_10y_2y,0.0006365293222827346
17,cpi_yoy,overnight_rate,0.0025860417967016928
17,cpi_yoy,us_treasury_10y,0.0016192434161244169
17,cpi_yoy,fed_funds_rate,0.003932721823709621
17,cpi_yoy,cpi_yoy,0.9898727663192017
17,cpi_yoy,usdcad,0.001352697321979801
17,usdcad,yield_spread_10y_2y,0.003987855015357515
17,usdcad,overnight_rate,0.030149868180683333
17,usdcad,us_treasury_10y,0.002685384897338762
17,usdcad,fed_funds_rate,0.007777739662676104
17,usdcad,cpi_yoy,0.00395071325267766
17,usdcad,usdcad,0.9514484389912667
18,yield_spread_10y_2y,yield_spread_10y_2y,0.9914812845820563
18,yield_spread_10y_2y,overnight_rate,0.004341181223877539
18,yield_spread_10y_2y,us_treasury_10y,0.0011149604753076885
18,yield_spread_10y_2y,fed_funds_rate,0.0014079573281032837
18,yield_spread_10y_2y,cpi_yoy,0.0003634443323513272
18,yield_spread_10y_2y,usdcad,0.0012911720583038285
18,overnight_rate,yield_spread_10y_2y,0.02580656433419566
18,overnight_rate,overnight_rate,0.9364179830750138
18,overnight_rate,us_treasury_10y,0.020230063802943874
18,overnight_rate,fed_funds_rate,0.003420993695484691
18,overnight_rate,cpi_yoy,0.00022690728618265978
18,overnight_rate,usdcad,0.01389748780617939
18,us_treasury_10y,yield_spread_10y_2y,0.1584330833535448
18,us_treasury_10y,overnight_rate,0.007307863155177353
18,us_treasury_10y,us_treasury_10y,0.8331712439568661
18,us_treasury_10y,fed_funds_rate,0.00030440947713889345
18,us_treasury_10y,cpi_yoy,0.00019554548751529903
18,us_treasury_10y,usdcad,0.0005878545697574676
18,fed_funds_rate,yield_spread_10y_2y,0.00527288030359515
18,fed_funds_rate,overnight_rate,0.17639461333266584
18,fed_funds_rate,us_treasury_10y,0.016428748739383152
18,fed_funds_rate,fed_funds_rate,0.7995258851895987
18,fed_funds_rate,cpi_yoy,0.001506444752251719
18,fed_funds_rate,usdcad,0.0008714276825056887
18,cpi_yoy,yield_spread_10y_2y,0.0006086247921616001
18,cpi_yoy,overnight_rate,0.0027170300872652116
18,cpi_yoy,us_treasury_10y,0.0017145785627866346
18,cpi_yoy,fed_funds_rate,0.0039496295967656895
18,cpi_yoy,cpi_yoy,0.9896258062677962
18,cpi_yoy,usdcad,0.0013843306932246689
18,usdcad,yield_spread_10y_2y,0.003981999990928911
18,usdcad,overnight_rate,0.031206669935634375
18,usdcad,us_treasury_10y,0.0025474007091437303
18,usdcad,fed_funds_rate,0.00804463956117385
18,usdcad,cpi_yoy,0.003963491791795188
18,usdcad,usdcad,0.950255798011324
19,yield_spread_10y_2y,yield_spread_10y_2y,0.9912318646373748
19,yield_spread_10y_2y,overnight_rate,0.004560522553058454
19,yield_spread_10y_2y,us_treasury_10y,0.0010794735069303476
19,yield_spread_10y_2y,fed_funds_rate,0.0014256326498806762
19,yield_spread_10y_2y,cpi_yoy,0.00038992447449395513
19,yield_spread_10y_2y,usdcad,0.0013125821782616392
19,overnight_rate,yield_spread_10y_2y,0.02675811496940037
19,overnight_rate,overnight_rate,0.9334700875641664
19,overnight_rate,us_treasury_10y,0.02178897671015474
19,overnight_rate,fed_funds_rate,0.003398865423420791
19,overnight_rate,cpi_yoy,0.00023150587602148602
19,overnight_rate,usdcad,0.01435244945683615
19,us_treasury_10y,yield_spread_10y_2y,0.1583296398828146
19,us_treasury_10y,overnight_rate,0.0072411569750593175
19,us_treasury_10y,us_treasury_10y,0.8333352259031839
19,us_treasury_10y,fed_funds_rate,0.0002978281761747814
19,us_treasury_10y,cpi_yoy,0.0001872239445419566
19,us_treasury_10y,usdcad,0.0006089251182252837
19,fed_funds_rate,yield_spread_10y_2y,0.005665208355589835
19,fed_funds_rate,overnight_rate,0.18170014984585264
19,fed_funds_rate,us_treasury_10y,0.01831430671438391
19,fed_funds_rate,fed_funds_rate,0.7918769102564017
19,fed_funds_rate,cpi_yoy,0.0014702938022600235
19,fed_funds_rate,usdcad,0.0009731310255119923
19,cpi_yoy,yield_spread_10y_2y,0.0005833799864953996
19,cpi_yoy,overnight_rate,0.002825748245840479
19,cpi_yoy,us_treasury_10y,0.001811473804361326
19,cpi_yoy,fed_funds_rate,0.003969785785763548
19,cpi_yoy,cpi_yoy,0.9893996378875433
19,cpi_yoy,usdcad,0.001409974289996135
19,usdcad,yield_spread_10y_2y,0.003970960262066995
19,usdcad,overnight_rate,0.03234955710990732
19,usdcad,us_treasury_10y,0.0024230712493107528
19,usdcad,fed_funds_rate,0.008295388176715117
19,usdcad,cpi_yoy,0.003970880031968305
19,usdcad,usdcad,0.9489901431700316
20,yield_spread_10y_2y,yield_spread_10y_2y,0.9909605256665717
20,yield_spread_10y_2y,overnight_rate,0.0048047173748474396
20,yield_spread_10y_2y,us_treasury_10y,0.0010546850556548556
20,yield_spread_10y_2y,fed_funds_rate,0.0014286731667557326
20,yield_spread_10y_2y,cpi_yoy,0.00041785554258394616
20,yield_spread_10y_2y,usdcad,0.0013335431935864966
20,overnight_rate,yield_spread_10y_2y,0.02772042740563521
20,overnight_rate,overnight_rate,0.9304682689663183
20,overnight_rate,us_treasury_10y,0.023405002127956178
20,overnight_rate,fed_funds_rate,0.0033822330246174475
20,overnight_rate,cpi_yoy,0.00024859431397451315
20,overnight_rate,usdcad,0.014775474161498445
20,us_treasury_10y,yield_spread_10y_2y,0.15823033425586033
20,us_treasury_10y,overnight_rate,0.0071973962278882074
20,us_treasury_10y,us_treasury_10y,0.8334744815729629
20,us_treasury_10y,fed_funds_rate,0.00029043279146037405
20,us_treasury_10y,cpi_yoy,0.00018052373637621823
20,us_treasury_10y,usdcad,0.0006268314154520702
20,fed_funds_rate,yield_spread_10y_2y,0.006391056518716689
20,fed_funds_rate,overnight_rate,0.18505905777510334
20,fed_funds_rate,us_treasury_10y,0.020129061745912773
20,fed_funds_rate,fed_funds_rate,0.7858422337335595
20,fed_funds_rate,cpi_yoy,0.001441582022351856
20,fed_funds_rate,usdcad,0.001137008204355672
20,cpi_yoy,yield_spread_10y_2y,0.0005603207629184515
20,cpi_yoy,overnight_rate,0.0029357974493872297
20,cpi_yoy,us_treasury_10y,0.0019017222456997
20,cpi_yoy,fed_funds_rate,0.003990090497037999
20,cpi_yoy,cpi_yoy,0.9891793864433822
20,cpi_yoy,usdcad,0.001432682601574373
20,usdcad,yield_spread_10y_2y,0.003970167849447169
20,usdcad,overnight_rate,0.03357483484724288
20,usdcad,us_treasury_10y,0.002308947776635011
20,usdcad,fed_funds_rate,0.008498148039384314
20,usdcad,cpi_yoy,0.003957875964468137
20,usdcad,usdcad,0.9476900255228224
