origin_date,horizon,actual,var_aic,naive
2012-01-19,1,1.02,0.9763223855015571,0.98
2012-01-26,1,0.99,1.0020772279623034,1.01
2012-02-02,1,0.9699999999999998,0.94859535335714,0.95
2012-02-09,1,0.9799999999999998,0.9967358604538126,0.9999999999999998
2012-02-16,1,0.9599999999999996,0.9561004296362793,0.9599999999999996
2012-02-23,1,0.95,0.9571334341666689,0.9599999999999996
2012-03-01,1,0.8599999999999999,0.897194228772236,0.8999999999999999
2012-03-08,1,0.8399999999999999,0.8358019372585093,0.8399999999999999
2012-03-15,1,0.9600000000000002,0.9379565273743533,0.94
2012-03-22,1,0.9500000000000002,0.9612341632287745,0.9600000000000002
2012-03-29,1,0.91,0.898638450315739,0.9000000000000001
2012-04-05,1,0.8799999999999999,0.8767893304789396,0.8799999999999999
2012-04-12,1,0.79,0.8146006325778017,0.8199999999999998
2012-04-19,1,0.71,0.7082335499615449,0.71
2012-04-26,1,0.6599999999999999,0.6777175563140043,0.6799999999999997
2012-05-03,1,0.77,0.6963987417864531,0.7
2012-05-10,1,0.6699999999999999,0.7458176154918947,0.75
2012-05-17,1,0.6699999999999999,0.6586501307705833,0.6599999999999999
2012-05-24,1,0.73,0.7181680758333534,0.7200000000000002
2012-05-31,1,0.7400000000000001,0.6799078323273771,0.6799999999999999
2012-06-07,1,0.77,0.7568969891891549,0.76
2012-06-14,1,0.76,0.7483468048876092,0.75
2012-06-21,1,0.74,0.7006257631050425,0.7
2012-06-28,1,0.71,0.7204187708619058,0.72
2012-07-05,1,0.71,0.6993119819202659,0.7
2012-07-12,1,0.6499999999999999,0.6575298035836646,0.6599999999999999
2012-07-19,1,0.6600000000000001,0.6665487166981835,0.6699999999999999
2012-07-26,1,0.6399999999999999,0.6241009342888836,0.6299999999999999
2012-08-02,1,0.6499999999999999,0.6090385037994432,0.6099999999999999
2012-08-09,1,0.6500000000000001,0.6475264011404559,0.6500000000000001
2012-08-16,1,0.74,0.7179109345383047,0.72
2012-08-23,1,0.6800000000000002,0.687774616174586,0.6900000000000002
2012-08-30,1,0.6200000000000001,0.6379880166419339,0.6400000000000001
2012-09-06,1,0.6700000000000002,0.6755990495362979,0.6800000000000002
2012-09-13,1,0.77,0.7071766326792,0.71
2012-09-20,1,0.7100000000000002,0.7086776725012592,0.7100000000000002
2012-09-27,1,0.6599999999999999,0.6471055056413929,0.6499999999999999
2012-10-04,1,0.6700000000000002,0.6662114586751745,0.6699999999999999
2012-10-11,1,0.6600000000000001,0.6569962117591414,0.6600000000000001
2012-10-18,1,0.75,0.7690743618041899,0.7699999999999998
2012-10-25,1,0.72,0.7481548298851067,0.75
2012-11-01,1,0.71,0.7061321211091423,0.71
2012-11-08,1,0.6299999999999999,0.6459403126003157,0.6499999999999999
2012-11-15,1,0.6199999999999999,0.6494496878304047,0.6499999999999999
2012-11-22,1,0.6699999999999999,0.6583867311380742,0.6599999999999999
2012-11-29,1,0.6299999999999999,0.6186281476596821,0.6199999999999999
2012-12-06,1,0.6499999999999999,0.6474883576681405,0.6499999999999999
2012-12-13,1,0.6699999999999999,0.6775537523356859,0.6799999999999999
2012-12-20,1,0.6799999999999999,0.7084405737872879,0.7100000000000002
2012-12-27,1,0.6400000000000001,0.6484708570016331,0.6500000000000001
2013-01-03,1,0.73,0.7283322661758891,0.73
2013-01-10,1,0.75,0.7683616793858536,0.77
2013-01-17,1,0.74,0.7472757734077782,0.75
2013-01-24,1,0.81,0.7696617153864745,0.7699999999999998
2013-01-31,1,0.8500000000000001,0.8270548623845758,0.8300000000000001
2013-02-07,1,0.8599999999999999,0.839214563523794,0.8400000000000001
2013-02-14,1,0.8799999999999999,0.8679621665122136,0.8700000000000001
2013-02-21,1,0.8699999999999999,0.8705517108949992,0.8699999999999999
2013-02-28,1,0.8600000000000001,0.8798955182213802,0.8800000000000001
2013-03-07,1,0.95,0.9178172250906594,0.92
2013-03-14,1,0.8999999999999999,0.9483473962737469,0.95
2013-03-21,1,0.8300000000000001,0.8359631562518868,0.8400000000000001
2013-03-28,1,0.76,0.7589516325138448,0.76
2013-04-04,1,0.77,0.7976913103770622,0.8
2013-04-11,1,0.79,0.7966081069953012,0.8
2013-04-18,1,0.77,0.7573771175304648,0.76
2013-04-25,1,0.7699999999999999,0.7854830267690353,0.79
2013-05-02,1,0.81,0.7585752855446478,0.7599999999999999
2013-05-09,1,0.8799999999999999,0.8278563444443489,0.8300000000000001
2013-05-16,1,0.91,0.8682329625211409,0.8699999999999999
2013-05-23,1,0.92,0.9168862584576192,0.92
2013-05-30,1,0.98,0.9867107607778424,0.9899999999999998
2013-06-06,1,1.02,0.9847074936764874,0.99
2013-06-13,1,1.02,1.0157804827185142,1.02
2013-06-20,1,1.2200000000000002,1.1470847124311745,1.14
2013-06-27,1,1.22,1.2174058561407433,1.22
2013-07-04,1,1.3199999999999998,1.2287095924456586,1.2300000000000002
2013-07-11,1,1.2900000000000005,1.3015697406705318,1.31
2013-07-18,1,1.2799999999999998,1.3094688120940596,1.3099999999999998
2013-07-25,1,1.3000000000000005,1.306859681068046,1.31
2013-08-01,1,1.3300000000000003,1.3632426028077491,1.36
2013-08-08,1,1.35,1.3475497178012423,1.3500000000000003
2013-08-15,1,1.5000000000000002,1.4725634969716144,1.4700000000000002
